PROJNUM,NameType
20120340,"['powder basin watershed council (watershed council)', 'usfs (federal agency or jobs program (or ownership))', 'oweb (state agency/university or jobs program (or ownership))', 'whitman college (educational institution/school)']"
20120341,"['harney county (county)', 'oda (state agency/university or jobs program (or ownership))', 'nrcs (federal agency or jobs program (or ownership))', 'private landowner (private non-industrial landowner)', 'oweb (state agency/university or jobs program (or ownership))']"
20120342,"['the nature conservancy (conservation group)', 'oregon parks recreation department (state agency/university or jobs program (or ownership))', 'metro (city)', 'east multnomah swcd (Soil & Water Conservation District)', 'oweb (state agency/university or jobs program (or ownership))']"
20120343,"['oweb (state agency/university or jobs program (or ownership))', 'coos swcd (Soil & Water Conservation District)', 'private landowner (private non-industrial landowner)']"
20120344,"['upper rogue watershed association (watershed council)', 'us army corps of engineers (federal agency or jobs program (or ownership))', 'oweb (state agency/university or jobs program (or ownership))']"
20120345,"['the freshwater trust (conservation group)', 'oweb (state agency/university or jobs program (or ownership))', 'blm (federal agency or jobs program (or ownership))', 'usfs (federal agency or jobs program (or ownership))', 'city of portland (city)']"
20120346,"['berry creek ranch (private non-industrial landowner)', 'usfs (federal agency or jobs program (or ownership))', 'usfws (federal agency or jobs program (or ownership))', 'oweb (state agency/university or jobs program (or ownership))', 'bpa (federal agency or jobs program (or ownership))', 'confederated tribes of warm springs reservation (tribal)']"
20120347,"['umatilla swcd (Soil & Water Conservation District)', 'private landowner (private non-industrial landowner)', 'oweb (state agency/university or jobs program (or ownership))', 'nrcs (federal agency or jobs program (or ownership))']"
20120348,"['clatsop swcd (Soil & Water Conservation District)', 'private landowner (private non-industrial landowner)', 'deq (state agency/university or jobs program (or ownership))', 'oweb (state agency/university or jobs program (or ownership))']"
20120349,"['odfw (state agency/university or jobs program (or ownership))', 'private landowner (private non-industrial landowner)', 'middle rogue steelheaders (sporting group)']"
20120350,"['oweb (state agency/university or jobs program (or ownership))', 'holzapfel ranch (private non-industrial landowner)', 'gilliam swcd (Soil & Water Conservation District)']"
20120351,"['deschutes county (county)', 'private landowner (private non-industrial landowner)', 'oweb (state agency/university or jobs program (or ownership))']"
20120352,"['burns paiute tribe (tribal)', 'usfs (federal agency or jobs program (or ownership))', 'oweb (state agency/university or jobs program (or ownership))']"
20120353,"['odfw (state agency/university or jobs program (or ownership))', 'odfw (state agency/university or jobs program (or ownership))', 'indian hill timber company (private forest industrial landowner)']"
20120354,"['odfw (state agency/university or jobs program (or ownership))', 'odfw (state agency/university or jobs program (or ownership))', 'upper rogue watershed association (watershed council)', 'private landowner (private non-industrial landowner)', 'plum creek timber company (private forest industrial landowner)']"
20120355,"['oweb (state agency/university or jobs program (or ownership))', 'private landowner (private non-industrial landowner)', 'oda (state agency/university or jobs program (or ownership))', 'curry swcd (Soil & Water Conservation District)']"
20120356,"['smith river watershed council (watershed council)', 'oweb (state agency/university or jobs program (or ownership))', 'private landowner (private non-industrial landowner)']"
20120357,"['marion swcd (Soil & Water Conservation District)', 'oweb (state agency/university or jobs program (or ownership))', 'private landowner (private non-industrial landowner)']"
20120358,"['oweb (state agency/university or jobs program (or ownership))', 'deq (state agency/university or jobs program (or ownership))', 'clatsop swcd (Soil & Water Conservation District)', 'nrcs (federal agency or jobs program (or ownership))', 'private landowner (private non-industrial landowner)']"
20120359,"['oweb (state agency/university or jobs program (or ownership))', 'mid john day bridge creek watershed council (watershed council)', 'private landowner (private non-industrial landowner)', 'wheeler swcd (Soil & Water Conservation District)', 'nrcs (federal agency or jobs program (or ownership))']"
20120360,"['wheeler swcd (Soil & Water Conservation District)', 'confederated tribes of warm springs reservation (tribal)', 'private landowner (private non-industrial landowner)', 'oweb (state agency/university or jobs program (or ownership))']"
20120361,"['wheeler swcd (Soil & Water Conservation District)', 'confederated tribes of warm springs reservation (tribal)', 'private landowner (private non-industrial landowner)', 'oweb (state agency/university or jobs program (or ownership))', 'usfws (federal agency or jobs program (or ownership))', 'ecotrust (conservation group)']"
20120362,"['table mountain cattle company (private non-industrial landowner)', 'wheeler swcd (Soil & Water Conservation District)', 'oweb (state agency/university or jobs program (or ownership))', 'confederated tribes of warm springs reservation (tribal)']"
20120363,"['wheeler swcd (Soil & Water Conservation District)', 'oweb (state agency/university or jobs program (or ownership))', 'confederated tribes of warm springs reservation (tribal)', 'private landowner (private non-industrial landowner)']"
20120364,"['clackamas river basin council (watershed council)', 'odfw (state agency/university or jobs program (or ownership))', 'longview timber corporation (private forest industrial landowner)', 'oweb (state agency/university or jobs program (or ownership))']"
20120365,"['wheeler swcd (Soil & Water Conservation District)', 'confederated tribes of warm springs reservation (tribal)', 'oweb (state agency/university or jobs program (or ownership))', 'private landowner (private non-industrial landowner)']"
